"Type","Direccion","Num","Distrito","Barrio","Seccion","CP","UTMX","UTMY"
"CALLE","ARROSPIDE JON",1,"1 - DEUSTU","SAN PEDRO DE DEUSTU",38,48014,504361.22,4790871.51
"CALLE","ARROSPIDE JON",2,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504359.35,4790890.32
"CALLE","ARROSPIDE JON",4,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504341.1,4790886.54
"CALLE","ARROSPIDE JON",6,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504322.71,4790882.74
"CALLE","ARROSPIDE JON",8,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504304.28,4790879
"CALLE","ARROSPIDE JON",10,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504285.84,4790875.17
"CALLE","ARROSPIDE JON",11,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,504095.31,4790842.88
"CALLE","ARROSPIDE JON",12,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504270.25,4790871.96
"CALLE","ARROSPIDE JON",14,"1 - DEUSTU","SAN PEDRO DE DEUSTU",31,48014,504193.9,4790859.3
"CALLE","ARROSPIDE JON",15,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503984.41,4790853.49
"CALLE","ARROSPIDE JON",16,"1 - DEUSTU","SAN PEDRO DE DEUSTU",31,48014,504175.98,4790858.11
"CALLE","ARROSPIDE JON",17,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503963.37,4790857.3
"CALLE","ARROSPIDE JON",18,"1 - DEUSTU","SAN PEDRO DE DEUSTU",31,48014,504160.89,4790857.09
"CALLE","ARROSPIDE JON",19,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503890.42,4790872.45
"CALLE","ARROSPIDE JON",20,"1 - DEUSTU","SAN PEDRO DE DEUSTU",31,48014,504142.47,4790856.45
"CALLE","ARROSPIDE JON",22,"1 - DEUSTU","SAN PEDRO DE DEUSTU",31,48014,504124.96,4790856.24
"CALLE","ARROSPIDE JON",24,"1 - DEUSTU","SAN PEDRO DE DEUSTU",31,48014,504100.79,4790856.65
"CALLE","ARROSPIDE JON",26,"1 - DEUSTU","SAN PEDRO DE DEUSTU",31,48014,504083.15,4790857.44
"CALLE","ARROSPIDE JON",28,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,504024.31,4790865.02
"CALLE","ARROSPIDE JON",30,"1 - DEUSTU","SAN PEDRO DE DEUSTU",30,48014,503980.3,4790869.85
"CALLE","ARRUE PINTORES",1,"1 - DEUSTU","IBARREKOLANDA",17,48015,503470.34,4791695.87
"CALLE","ARRUE PINTORES",2,"1 - DEUSTU","IBARREKOLANDA",21,48015,503421.82,4791629.64
"CALLE","ARRUE PINTORES",3,"1 - DEUSTU","IBARREKOLANDA",17,48015,503487.05,4791709.78
"CALLE","ARRUE PINTORES",5,"1 - DEUSTU","IBARREKOLANDA",17,48015,503502.86,4791722.68
"CALLE","ARRUE PINTORES",7,"1 - DEUSTU","IBARREKOLANDA",18,48015,503597.99,4791814.81
"CALLE","ARRUE PINTORES",8,"1 - DEUSTU","IBARREKOLANDA",21,48015,503476.69,4791678.9
"CALLE","ARRUE PINTORES",9,"1 - DEUSTU","IBARREKOLANDA",18,48015,503607.48,4791821.09
"CALLE","ARRUE PINTORES",10,"1 - DEUSTU","IBARREKOLANDA",21,48015,503489.61,4791689.38
"CALLE","ARRUE PINTORES",11,"1 - DEUSTU","IBARREKOLANDA",18,48015,503605.81,4791833.65
"CALLE","ARRUE PINTORES",12,"1 - DEUSTU","IBARREKOLANDA",21,48015,503502.44,4791699.77
"CALLE","ARRUE PINTORES",13,"1 - DEUSTU","IBARREKOLANDA",18,48015,503620.92,4791817.54
"CALLE","ARRUE PINTORES",14,"1 - DEUSTU","IBARREKOLANDA",21,48015,503515.4,4791710.35
"CALLE","ARSUAGA",1,"4 - BEGOÑA","SANTUTXU",16,48004,507258.07,4789220.86
"CALLE","ARSUAGA",2,"4 - BEGOÑA","SANTUTXU",16,48004,507261.8,4789203.46
"CALLE","ARSUAGA",3,"4 - BEGOÑA","SANTUTXU",16,48004,507267.51,4789162.81
"CALLE","ARTALANDIO",1,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",22,48004,507980.92,4789508.41
"CALLE","ARTALANDIO",2,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",21,48004,508157.14,4789174.74
"CALLE","ARTALANDIO",3,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",22,48004,508041.19,4789639.59
"CALLE","ARTALANDIO",5,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",15,48004,508083.48,4789508.47
"CAMPA","ARTAPETA",10,"7 - ERREKALDE","LARRASKITU",35,48003,505586.66,4788279.46
"CAMPA","ARTAPETA",12,"7 - ERREKALDE","LARRASKITU",35,48003,505522.5,4788289.35
"CAMPA","ARTAPETA",18,"7 - ERREKALDE","LARRASKITU",35,48003,505516.95,4788326.52
"CAMPA","ARTAPETA",37,"7 - ERREKALDE","LARRASKITU",35,48003,505514.05,4788348.77
"CAMPA","ARTAPETA",38,"7 - ERREKALDE","LARRASKITU",35,48003,505467.13,4788357.61
"CALLE","ARTATZAMINA",1,"2 - URIBARRI","MATIKO",18,48007,506151.47,4790922.16
"CALLE","ARTATZAMINA",2,"2 - URIBARRI","MATIKO",18,48007,506135.74,4790925.85
"CALLE","ARTATZAMINA",3,"2 - URIBARRI","MATIKO",18,48007,506117.3,4790931.56
"CALLE","ARTATZAMINA",4,"2 - URIBARRI","MATIKO",18,48007,506103.24,4790937.46
"CALLE","ARTATZAMINA",5,"2 - URIBARRI","MATIKO",18,48007,506075.28,4790955.91
"CALLE","ARTATZAMINA",8,"2 - URIBARRI","MATIKO",18,48007,506062.06,4790963.58
"CALLE","ARTATZAMINA",9,"2 - URIBARRI","MATIKO",18,48007,506047.07,4790973.73
"CALLE","ARTATZAMINA",10,"2 - URIBARRI","MATIKO",18,48007,506030.07,4790986.22
"CALLE","ARTATZAMINA",11,"2 - URIBARRI","MATIKO",18,48007,506013.29,4790998.65
"CALLE","ARTATZAMINA",12,"2 - URIBARRI","MATIKO",18,48007,505996.68,4791010.97
"CALLE","ARTATZAMINA",15,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505829.51,4791117.37
"CALLE","ARTATZAMINA",16,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505911.16,4791105.23
"CALLE","ARTATZAMINA",17,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505834.26,4791098.92
"CALLE","ARTATZAMINA",18,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505909.71,4791112.16
"CALLE","ARTATZAMINA",19,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505807.51,4791097.46
"CALLE","ARTATZAMINA",21,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505782.46,4791086.04
"CALLE","ARTATZAMINA",23,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505866.37,4791087.99
"CALLE","ARTATZAMINA",25,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505854.59,4791100.76
"CALLE","ARTATZAMINA",27,"2 - URIBARRI","CIUDAD JARDIN",2,48007,505864.83,4791118.37
"GRUPO","ARTAZUBEKOA",1,"7 - ERREKALDE","LARRASKITU",34,48002,504928.92,4788712.8
"GRUPO","ARTAZUBEKOA",2,"7 - ERREKALDE","LARRASKITU",34,48002,504922.76,4788728.95
"GRUPO","ARTAZUBEKOA",3,"7 - ERREKALDE","LARRASKITU",34,48002,504917.07,4788745.27
"GRUPO","ARTAZUBEKOA",4,"7 - ERREKALDE","LARRASKITU",34,48002,504897.75,4788773.43
"GRUPO","ARTAZUBEKOA",5,"7 - ERREKALDE","LARRASKITU",34,48002,504882.32,4788781.15
"GRUPO","ARTAZUBEKOA",6,"7 - ERREKALDE","LARRASKITU",34,48002,504867.52,4788789.69
"GRUPO","ARTAZUBEKOA",7,"7 - ERREKALDE","LARRASKITU",34,48002,504852.48,4788797.75
"GRUPO","ARTAZUBEKOA",8,"7 - ERREKALDE","LARRASKITU",34,48002,504816.99,4788827.48
"GRUPO","ARTAZUBEKOA",9,"7 - ERREKALDE","LARRASKITU",34,48002,504801.95,4788833.32
"GRUPO","ARTAZUBEKOA",10,"7 - ERREKALDE","LARRASKITU",34,48002,504786.8,4788839.39
"GRUPO","ARTAZUBEKOA",11,"7 - ERREKALDE","LARRASKITU",34,48002,504748.73,4788859.06
"GRUPO","ARTAZUBEKOA",12,"7 - ERREKALDE","LARRASKITU",34,48002,504735.2,4788867.41
"GRUPO","ARTAZUBEKOA",13,"7 - ERREKALDE","LARRASKITU",34,48002,504721.66,4788875.8
"GRUPO","ARTAZUBEKOA",14,"7 - ERREKALDE","LARRASKITU",34,48002,504708.19,4788884.08
"GRUPO","ARTAZUBEKOA",15,"7 - ERREKALDE","LARRASKITU",34,48002,504685.75,4788897.85
"GRUPO","ARTAZUBEKOA",16,"7 - ERREKALDE","LARRASKITU",34,48002,504669.13,4788901.28
"GRUPO","ARTAZUBEKOA",17,"7 - ERREKALDE","LARRASKITU",34,48002,504652.41,4788904.31
"GRUPO","ARTAZUBEKOA",18,"7 - ERREKALDE","LARRASKITU",34,48002,504904.8,4788700.29
"GRUPO","ARTAZUBEKOA",19,"7 - ERREKALDE","LARRASKITU",34,48002,504899.94,4788714.11
"GRUPO","ARTAZUBEKOA",20,"7 - ERREKALDE","LARRASKITU",34,48002,504880.4,4788709.19
"GRUPO","ARTAZUBEKOA",21,"7 - ERREKALDE","LARRASKITU",34,48002,504875.95,4788693.2
"GRUPO","ARTAZUBEKOA",22,"7 - ERREKALDE","LARRASKITU",34,48002,504877.01,4788751.15
"GRUPO","ARTAZUBEKOA",23,"7 - ERREKALDE","LARRASKITU",34,48002,504861.08,4788759.26
"GRUPO","ARTAZUBEKOA",24,"7 - ERREKALDE","LARRASKITU",34,48002,504849.05,4788765.91
"GRUPO","ARTAZUBEKOA",25,"7 - ERREKALDE","LARRASKITU",34,48002,504838.54,4788748.81
"GRUPO","ARTAZUBEKOA",26,"7 - ERREKALDE","LARRASKITU",34,48002,504846.4,4788733.81
"GRUPO","ARTAZUBEKOA",27,"7 - ERREKALDE","LARRASKITU",34,48002,504810.01,4788794.09
"GRUPO","ARTAZUBEKOA",28,"7 - ERREKALDE","LARRASKITU",34,48002,504794.85,4788799.79
"GRUPO","ARTAZUBEKOA",29,"7 - ERREKALDE","LARRASKITU",34,48002,504779.55,4788805.41
"GRUPO","ARTAZUBEKOA",30,"7 - ERREKALDE","LARRASKITU",34,48002,504741.74,4788845.7
"GRUPO","ARTAZUBEKOA",31,"7 - ERREKALDE","LARRASKITU",34,48002,504728.2,4788854.07
"GRUPO","ARTAZUBEKOA",32,"7 - ERREKALDE","LARRASKITU",34,48002,504714.68,4788862.39
"GRUPO","ARTAZUBEKOA",33,"7 - ERREKALDE","LARRASKITU",34,48002,504701.21,4788870.69
"GRUPO","ARTAZUBEKOA",34,"7 - ERREKALDE","LARRASKITU",34,48002,504678.85,4788884.48
"GRUPO","ARTAZUBEKOA",35,"7 - ERREKALDE","LARRASKITU",34,48002,504661.99,4788887.5
"GRUPO","ARTAZUBEKOA",36,"7 - ERREKALDE","LARRASKITU",34,48002,504645.37,4788890.69
"GRUPO","ARTAZUBEKOA",37,"7 - ERREKALDE","LARRASKITU",34,48002,504798.01,4788750.63
"GRUPO","ARTAZUBEKOA",38,"7 - ERREKALDE","LARRASKITU",34,48002,504782.51,4788758.82
"GRUPO","ARTAZUBEKOA",39,"7 - ERREKALDE","LARRASKITU",34,48002,504768.16,4788767.85
"GRUPO","ARTAZUBEKOA",40,"7 - ERREKALDE","LARRASKITU",34,48002,504754.62,4788778.45
"GRUPO","ARTAZUBEKOA",41,"7 - ERREKALDE","LARRASKITU",34,48002,504696.25,4788834.24
"GRUPO","ARTAZUBEKOA",42,"7 - ERREKALDE","LARRASKITU",34,48002,504682.74,4788842.61
"GRUPO","ARTAZUBEKOA",43,"7 - ERREKALDE","LARRASKITU",34,48002,504657.88,4788852.38
"GRUPO","ARTAZUBEKOA",44,"7 - ERREKALDE","LARRASKITU",34,48002,504642.04,4788856.8
"GRUPO","ARTAZUBEKOA",45,"7 - ERREKALDE","LARRASKITU",34,48002,504801.54,4788703.8
"CAMINO","ARTAZUBIDEA",1,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504820.22,4788417.32
"CAMINO","ARTAZUBIDEA",2,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504789.64,4788411.4
"CAMINO","ARTAZUBIDEA",3,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504778.82,4788409.37
"CAMINO","ARTAZUBIDEA",5,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504817.76,4788446.99
"CAMINO","ARTAZUBIDEA",7,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504787.55,4788555.55
"CALLE","ARTAZURIÑA",2,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",17,48004,507660.68,4789447.94
"CALLE","ARTAZURIÑA",4,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",17,48004,507708.64,4789437.75
"CALLE","ARTAZURIÑA",6,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",17,48004,507756.77,4789427.36
"ALAMEDA","ARTECHE CONDE DE",2,"6 - ABANDO","INDAUTXU",1,48011,505037.69,4790410.51
"CALLE","ARTEKALE",1,"5 - IBAIONDO","CASCO VIEJO",8,48005,506297.21,4789422.86
"CALLE","ARTEKALE",2,"5 - IBAIONDO","CASCO VIEJO",8,48005,506305.16,4789424.35
"CALLE","ARTEKALE",3,"5 - IBAIONDO","CASCO VIEJO",8,48005,506302.64,4789435.19
"CALLE","ARTEKALE",4,"5 - IBAIONDO","CASCO VIEJO",8,48005,506307.18,4789430.63
"CALLE","ARTEKALE",5,"5 - IBAIONDO","CASCO VIEJO",8,48005,506305.3,4789441.62
"CALLE","ARTEKALE",6,"5 - IBAIONDO","CASCO VIEJO",8,48005,506308.8,4789434.64
"CALLE","ARTEKALE",7,"5 - IBAIONDO","CASCO VIEJO",8,48005,506307.2,4789446.19
"CALLE","ARTEKALE",8,"5 - IBAIONDO","CASCO VIEJO",8,48005,506312.22,4789442.5
"CALLE","ARTEKALE",9,"5 - IBAIONDO","CASCO VIEJO",8,48005,506312.64,4789459.47
"CALLE","ARTEKALE",10,"5 - IBAIONDO","CASCO VIEJO",8,48005,506312.82,4789444.46
"CALLE","ARTEKALE",11,"5 - IBAIONDO","CASCO VIEJO",8,48005,506313.39,4789461.29
"CALLE","ARTEKALE",12,"5 - IBAIONDO","CASCO VIEJO",8,48005,506315.67,4789451.31
"CALLE","ARTEKALE",13,"5 - IBAIONDO","CASCO VIEJO",8,48005,506315.37,4789466.08
"CALLE","ARTEKALE",14,"5 - IBAIONDO","CASCO VIEJO",8,48005,506317.4,4789455.67
"CALLE","ARTEKALE",15,"5 - IBAIONDO","CASCO VIEJO",8,48005,506317.61,4789471.38
"CALLE","ARTEKALE",16,"5 - IBAIONDO","CASCO VIEJO",8,48005,506319.35,4789460.56
"CALLE","ARTEKALE",17,"5 - IBAIONDO","CASCO VIEJO",8,48005,506312.94,4789485.65
"CALLE","ARTEKALE",18,"5 - IBAIONDO","CASCO VIEJO",8,48005,506322.68,4789469.23
"CALLE","ARTEKALE",19,"5 - IBAIONDO","CASCO VIEJO",8,48005,506325.27,4789491.24
"CALLE","ARTEKALE",20,"5 - IBAIONDO","CASCO VIEJO",8,48005,506332.7,4789473.06
"CALLE","ARTEKALE",21,"5 - IBAIONDO","CASCO VIEJO",8,48005,506329.49,4789502.38
"CALLE","ARTEKALE",22,"5 - IBAIONDO","CASCO VIEJO",8,48005,506329.02,4789485.24
"CALLE","ARTEKALE",23,"5 - IBAIONDO","CASCO VIEJO",8,48005,506333.17,4789512.08
"CALLE","ARTEKALE",24,"5 - IBAIONDO","CASCO VIEJO",8,48005,506333.3,4789496.39
"CALLE","ARTEKALE",25,"5 - IBAIONDO","CASCO VIEJO",8,48005,506335.96,4789519.75
"CALLE","ARTEKALE",26,"5 - IBAIONDO","CASCO VIEJO",8,48005,506335.41,4789502.12
"CALLE","ARTEKALE",27,"5 - IBAIONDO","CASCO VIEJO",8,48005,506338.09,4789525.08
"CALLE","ARTEKALE",28,"5 - IBAIONDO","CASCO VIEJO",8,48005,506339.14,4789511.83
"CALLE","ARTEKALE",29,"5 - IBAIONDO","CASCO VIEJO",8,48005,506339.36,4789528.5
"CALLE","ARTEKALE",30,"5 - IBAIONDO","CASCO VIEJO",8,48005,506340.68,4789515.3
"CALLE","ARTEKALE",31,"5 - IBAIONDO","CASCO VIEJO",8,48005,506340.84,4789532.12
"CALLE","ARTEKALE",32,"5 - IBAIONDO","CASCO VIEJO",8,48005,506344.47,4789526
"CALLE","ARTEKALE",33,"5 - IBAIONDO","CASCO VIEJO",8,48005,506335.05,4789553.5
"CALLE","ARTEKALE",34,"5 - IBAIONDO","CASCO VIEJO",8,48005,506346.24,4789530.54
"CALLE","ARTEKALE",35,"5 - IBAIONDO","CASCO VIEJO",8,48005,506341.75,4789554.25
"CALLE","ARTEKALE",36,"5 - IBAIONDO","CASCO VIEJO",8,48005,506348.03,4789535.26
"CALLE","ARTEKALE",38,"5 - IBAIONDO","CASCO VIEJO",8,48005,506362.37,4789541.86
"CALLE","ARTEKALE",39,"5 - IBAIONDO","CASCO VIEJO",8,48005,506354.03,4789566.49
"CALLE","ARTEKALE",40,"5 - IBAIONDO","CASCO VIEJO",8,48005,506355.53,4789554.92
"CALLE","ARTEKALE",41,"5 - IBAIONDO","CASCO VIEJO",8,48005,506357.3,4789575.28
"CALLE","ARTEKALE",42,"5 - IBAIONDO","CASCO VIEJO",8,48005,506356.78,4789558
"CALLE","ARTEKALE",43,"5 - IBAIONDO","CASCO VIEJO",8,48005,506361.67,4789586.14
"CALLE","ARTEKALE",44,"5 - IBAIONDO","CASCO VIEJO",8,48005,506359.06,4789564.02
"CALLE","ARTEKALE",45,"5 - IBAIONDO","CASCO VIEJO",8,48005,506368.89,4789604.71
"CALLE","ARTEKALE",46,"5 - IBAIONDO","CASCO VIEJO",8,48005,506360.21,4789566.84
"CALLE","ARTEKALE",48,"5 - IBAIONDO","CASCO VIEJO",8,48005,506362.48,4789572.9
"CALLE","ARTEKALE",50,"5 - IBAIONDO","CASCO VIEJO",8,48005,506365.12,4789579.75
"CALLE","ARTEKALE",52,"5 - IBAIONDO","CASCO VIEJO",8,48005,506367.53,4789586.03
"CALLE","ARTEKALE",54,"5 - IBAIONDO","CASCO VIEJO",8,48005,506371.52,4789596.43
"CALLE","ARTETA AURELIO PINTOR",1,"4 - BEGOÑA","SANTUTXU",15,48004,507172.84,4789082.39
"CALLE","ARTETA AURELIO PINTOR",3,"4 - BEGOÑA","SANTUTXU",15,48004,507163.95,4789121.93
"CAMINO","ARTIGABIDEA",9,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502622.26,4788936.73
"CAMINO","ARTIGABIDEA",10,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502022.28,4788136.66
"CAMINO","ARTSENALBIDEA",1,"8 - BASURTU-ZORROTZA","ZORROTZA",1,48013,502378.91,4791914.27
"CAMINO","ARTSENALBIDEA",2,"8 - BASURTU-ZORROTZA","ZORROTZA",1,48013,502356.4,4791908.16
"CAMINO","ARTSENALBIDEA",4,"8 - BASURTU-ZORROTZA","ZORROTZA",1,48013,502376.45,4791906.11
"CAMINO","ARTSENALBIDEA",6,"8 - BASURTU-ZORROTZA","ZORROTZA",1,48013,502428.37,4791893
"CAMINO","ARTSENALBIDEA",19,"8 - BASURTU-ZORROTZA","ZORROTZA",1,48013,502456.52,4791905.33
"FALDA","ARTXANDA",4,"2 - URIBARRI","DISEMINADO",2,48007,506277.49,4791108.21
"FALDA","ARTXANDA",6,"2 - URIBARRI","DISEMINADO",2,48007,506266.36,4791112.85
"SUBIDA","ARTXANDA",25,"2 - URIBARRI","DISEMINADO",2,48007,506211.09,4791300.14
"SUBIDA","ARTXANDA",33,"2 - URIBARRI","DISEMINADO",2,48007,506217.25,4791322.08
"SUBIDA","ARTXANDA",40,"2 - URIBARRI","URIBARRI",3,48007,506439.75,4791169.74
"CARRETERA","ARTXANDA-SANTO DOMINGO",2,"2 - URIBARRI","DISEMINADO",1,48015,507574.52,4791117.29
"CARRETERA","ARTXANDA-SANTO DOMINGO",3,"2 - URIBARRI","DISEMINADO",1,48015,507634.61,4790960.83
"CARRETERA","ARTXANDA-SANTO DOMINGO",5,"2 - URIBARRI","DISEMINADO",1,48015,507632.87,4791000.85
"CARRETERA","ARTXANDA-SANTO DOMINGO",7,"2 - URIBARRI","DISEMINADO",1,48015,507235.5,4791093.16
"CARRETERA","ARTXANDA-SANTO DOMINGO",9,"2 - URIBARRI","DISEMINADO",1,48015,507161.05,4791094.27
